序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
176,294489118704,294489412240,3194822,想去看極光,6,保密,回复 @CodiVFX :噢噢这样啊[少女乐团派对_哇哦],2026-03-05 03:06:18,0,4,海粼猫猫,广东,否,https://i2.hdslb.com/bfs/face/c016a7dfe178d53ee26ab62ec6dc9d34f4c4e08f.jpg
177,294338963856,294653527136,39879428,酸甜凉脆鲨,6,保密,商务实习表示当时可以报 但要标明拜访客户 且仅限以滨海为起终点的单 流程也有点繁琐 最后其实也倒贴不少[孤独摇滚_完了呀],2026-03-06 14:06:29,0,17,宝可梦 纯音乐,广东,否,https://i2.hdslb.com/bfs/face/749aeff1e261dca77de522838d270a962c9a0413.jpg
178,294338963856,295766881664,344744832,白夜飞雪_Official,6,男,腾讯不是找带的人给发票在帮忙报销吗？十点后都可以直接报销车费,2026-03-17 06:10:13,0,4,我必须得摄取咖啡因。,浙江,否,https://i0.hdslb.com/bfs/face/3a3539c1b621d78043ec3e97eabceba9ac7dbd8c.jpg
179,294338963856,293439164385,40610594,bili_40610594,6,保密,叫正岗帮忙提申请就行了，有发票不随便报,2026-03-18 11:23:09,0,4,当你们还在强调赢的时候，其实已经输光光了。（还有为啥每次系统河蟹我名字?）,海南,否,https://i2.hdslb.com/bfs/face/9447aa496e8a79ac7af2cfa9ee6e1791ac0d1773.jpg
180,0,293577855585,43474,十六夜叶羽,6,保密,腾讯非常宫斗了[doge],2026-03-20 01:14:34,2,14,关注我有好康的！音乐已上线各大音乐平台！艺人名：Elfiria（エルフィリア）,日本,否,https://i1.hdslb.com/bfs/face/a73cc8b20c36faf7f0f26042d531083cb4659735.gif
181,293577855585,293702969377,3691005601646993,nhdjkSHFOI,2,保密,啥意思啊？,2026-03-21 05:55:27,0,0,,江西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
182,293702969377,296575637456,154214029,格尔man-spa罗,6,男,回复 @nhdjkSHFOI :有好多部门待遇不一样,2026-03-24 17:28:05,0,0,非3D生存经营系游戏爱好者，横版动作系游戏爱好者，是淡坑音游狗，旅行向公路片爱好者,新疆,否,https://i1.hdslb.com/bfs/face/50e547debe102775a692cecec75d306c483dc26b.jpg
183,0,294168572048,10853509,Moritomo,6,保密,苹果工作强度拉爆了[笑哭] 三天两头出差 还得做keynote到半夜,2026-03-02 10:37:04,7,474,一般通过UCB PhD,美国,否,https://i1.hdslb.com/bfs/face/de1aae1598e9e644a1f950c20e9f3dcc105239d0.jpg
184,294168572048,292350686225,230156,赛博丁真梦到电子理塘,6,男,北美华为说是,2026-03-07 06:56:17,0,204,,天津,否,https://i2.hdslb.com/bfs/face/63c7742fb3e2fadb3c9736c0505a03377b245bb1.jpg
185,294168572048,294782593552,400590666,hhddbbdd,6,保密,国外国内还是不一眼的吧,2026-03-07 15:41:15,0,23,100粉丝，吃粉丝。,河南,否,https://i0.hdslb.com/bfs/face/a2f769b0aaf1a5cd576498b0f3282f222f88dc58.jpg
186,294782593552,294782598880,400590666,hhddbbdd,6,保密,回复 @hhddbbdd :不一样,2026-03-07 15:41:24,0,5,100粉丝，吃粉丝。,河南,否,https://i0.hdslb.com/bfs/face/a2f769b0aaf1a5cd576498b0f3282f222f88dc58.jpg
187,294168572048,292692837697,451044767,没有内涵的学习小号,5,保密,如果会中文，还得在美国大早起来和中国的部门开会,2026-03-10 15:32:32,0,101,殖勾汉剑专业猎户,北京,否,https://i2.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg
188,294168572048,295230487984,20360706,ZhyLancelot,6,男,确实，我哥在苹果经常加班,2026-03-12 05:50:19,0,11,猜猜我是谁⊙ω⊙,美国,是,https://i0.hdslb.com/bfs/face/c5c5edd45ca784aef0d42dfb784a26dfcdd1cb79.jpg
189,294168572048,295403867936,517770340,xsxszab,6,保密,为什么和我基于身边统计学得出的结果完全相反，认识的在苹果的人没有一个wlb差的,2026-03-13 23:33:14,0,11,,美国,是,http://i1.hdslb.com/bfs/face/5ddf9527660fee569a987506bbc26354e737a2f3.jpg
190,295403867936,295461892496,146817,浮吉罗,6,保密,回复 @xsxszab :不同部门的原因吧,2026-03-14 10:13:05,0,11,,重庆,是,https://i0.hdslb.com/bfs/face/26912883de3bd3c4e64c3ca95ca8fdf0f563d3c3.jpg
191,0,293991401728,392739249,WoU-EvoL,6,保密,能去这几个公司实习已经不简单了,2026-03-01 02:03:39,13,1734,,澳大利亚,否,https://i0.hdslb.com/bfs/face/1b0b68ecd4b9c3c4d7723fc42303795e616f0aea.jpg
192,293991401728,294231061232,10241928,寶宝大王,6,保密,辣个男人的母校 必须夯[脱单doge],2026-03-02 20:58:48,0,352,誠心祝福你，捱得到新天地,哈萨克斯坦,是,https://i0.hdslb.com/bfs/face/015c61860f46150f07a9122edf26669506f82551.webp
193,294231061232,294279742656,3546705232398641,O__j,3,保密,回复 @寶宝大王 :你也夯[脱单doge],2026-03-03 06:55:46,0,8,普通人,上海,否,https://i2.hdslb.com/bfs/face/41b47f23a34471407457252fdf1a5e0e8abefb04.jpg
194,294279742656,294345936080,276151843,葬花回忆,6,保密,回复 @O__j :沪✌🏻你也夯[doge],2026-03-03 16:18:54,0,7,要开心哦！,广西,否,https://i1.hdslb.com/bfs/face/7b2dc34dde0a38c23ed9243210521b38a77b9dd3.jpg
195,294345936080,294351127728,3546705232398641,O__j,3,保密,回复 @葬花回忆 :我不夯[妙啊],2026-03-03 17:20:35,0,6,普通人,上海,否,https://i2.hdslb.com/bfs/face/41b47f23a34471407457252fdf1a5e0e8abefb04.jpg
196,294231061232,294939911168,16401005,babayu,6,保密,回复 @寶宝大王 : 🕶,2026-03-09 05:19:46,0,4,ⓘ 该账号已被封禁 那是不可能的,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
197,294939911168,294957074704,10241928,寶宝大王,6,保密,回复 @babayu :🤓,2026-03-09 09:16:19,0,3,誠心祝福你，捱得到新天地,哈萨克斯坦,是,https://i0.hdslb.com/bfs/face/015c61860f46150f07a9122edf26669506f82551.webp
198,293991401728,292638976017,237820478,不冰不叫Kele,6,女,只是实习而已,2026-03-10 04:44:06,0,0,lingling,重庆,否,https://i2.hdslb.com/bfs/face/8b594a78786a2bd50683cb98a679ece69b2b020d.jpg
199,294231061232,292728576769,8352799,wjlZi,6,保密,回复 @寶宝大王 : 必须给到夯,2026-03-11 04:41:34,0,1,别看了，我什么都不会说的,上海,是,https://i1.hdslb.com/bfs/face/116ec3766c76345c7966ef2ccfc540dde8ce8708.jpg
200,292638976017,292738112625,5818669,我能取名啊,5,男,回复 @不冰不叫Kele :现在大厂很多实习也卷的不好进了,2026-03-11 06:50:57,0,7,跳到外太空我才能够找到路,浙江,否,https://i1.hdslb.com/bfs/face/479968e5f76ae37d57d30111b17d8172c324d599.jpg
201,293991401728,295223883824,37517128,前缀没思路_琉璃,6,女,主播主页认证的是上交,2026-03-12 04:36:56,0,7,,江苏,是,https://i1.hdslb.com/bfs/face/8721ca3dc511f48c1e34df808fc0d8f2f512796f.webp
202,294351127728,295461979792,2043878846,赤龙樱落,5,男,回复 @O__j :你很夯[微笑],2026-03-14 10:13:42,0,2,嗨嗨嗨害,山东,否,https://i2.hdslb.com/bfs/face/139e1bf67d255e5b39c377f43f434ec944f4a74f.jpg
203,295461979792,295480963584,3546705232398641,O__j,3,保密,回复 @赤龙樱落 :不夯[保卫萝卜_哭哭],2026-03-14 12:54:14,0,0,普通人,上海,否,https://i2.hdslb.com/bfs/face/41b47f23a34471407457252fdf1a5e0e8abefb04.jpg
204,294231061232,295663129984,334169609,Borrelly,6,女,回复 @寶宝大王 :那个男人毕业都找了好久工作[少女乐团派对_哇哦][少女乐团派对_哇哦][少女乐团派对_哇哦],2026-03-16 05:46:20,0,4,沉迷学习，日渐消瘦,加拿大,是,https://i2.hdslb.com/bfs/face/9dbb9d129c6d83ea4e64e0650dfdaea2bfc70be1.jpg
205,0,291719220417,1984454905,烟鬼TCS,6,男,但是感觉这些厂很容易开人吧,2026-03-01 07:09:03,6,99,"SO FAR SO GOOD
SO FAR SO GONE",宁夏,是,https://i1.hdslb.com/bfs/face/97290a8f6134dcefdaac482eb84a65ec629f9888.jpg
206,291719220417,294079019408,515200446,oy918,5,男,大公司都这样,2026-03-01 14:41:36,0,204,"可以
",上海,否,https://i0.hdslb.com/bfs/face/a40849e7c125d077a0359c09883fd770fb15cc86.jpg
207,291719220417,294270857936,442107801,我很聪明o-O,6,男,还好吧，感觉跳槽的更多,2026-03-03 05:32:08,0,83,,广东,否,https://i0.hdslb.com/bfs/face/dfbee9bb64b950a8de79dbfae5398b4df93a5c9c.jpg
208,291719220417,292364978433,294185278,Shine阿炜,6,保密,大厂跳出来直接在中小公司当老大,2026-03-07 09:31:08,0,50,,广东,否,https://i1.hdslb.com/bfs/face/937495575db35c56bcf9c92341a3f428a4ee2272.jpg
209,291719220417,292667433665,591880091,稗忌春化,6,保密,互联网公司开人绝大部分是因为没在公司给的成长期限内满足公司的要求，这个成长期限一般是35岁。,2026-03-10 11:07:09,0,26,玫瑰也吃面包吧,浙江,是,https://i2.hdslb.com/bfs/face/50a2c1444d1502a95c2e3cfd16cb18f34978d47c.jpg
210,291719220417,292866483265,349516951,唯唯诺诺的叶熏,6,男,少，大部分是自己走的,2026-03-12 14:26:32,0,5,快看，是大屁屁外星人,甘肃,是,http://i1.hdslb.com/bfs/face/ec15de635afd3d0456cd22ccbc2938dd7948418d.jpg
211,291719220417,293204899329,3546775925295972,密大图书馆管理员,4,保密,能进这些厂，再找其他工作也相对容易一些的,2026-03-16 00:17:56,0,3,密大历史系,江苏,否,https://i0.hdslb.com/bfs/face/32a6b56fa7b002056fc83c8564f136f4dbdfee8a.jpg
212,0,292488722945,71252477,bexue,6,女,综合下来感觉苹果除了食堂，是一个大众观点上福利待遇好工作强度正常的公司，企鹅的工作强度属于走大运了,2026-03-08 11:20:59,4,195,我愿以永远单身不结婚，换我心中所愿皆成,四川,否,https://i2.hdslb.com/bfs/face/e059d1bf224f6ac906ac8c64334ca73412540e67.jpg
213,292488722945,292488716225,71252477,bexue,6,女,总结大厂的福利待遇好，但其他地方基本拉满，门槛也高,2026-03-08 11:22:23,0,19,我愿以永远单身不结婚，换我心中所愿皆成,四川,否,https://i2.hdslb.com/bfs/face/e059d1bf224f6ac906ac8c64334ca73412540e67.jpg
214,292488722945,293140738161,20655358,团子书包,6,保密,4点跑路，无限wfh，哪里强度正常了。。我在AMD实习过也没这个wlb哈哈,2026-03-15 07:56:53,0,7,下周守望就上500强,上海,是,http://i1.hdslb.com/bfs/face/5a990420664be5bd1dad38fb2e6737c9ecd35ee3.jpg
215,293140738161,295568615216,1448532845,bili_114514191_9,6,男,回复 @团子书包 :细说，想给牢果投简历（,2026-03-15 07:59:15,0,0,"见到和自己意见不同的人就拉黑是一种无能的表现
批评我是你的权利，但人身攻击不是，不清楚这俩区别的还是洗洗睡吧",湖北,否,https://i2.hdslb.com/bfs/face/caaed2255059ef2080f85724bfdd3af4a70767a7.jpg
216,295568615216,293140992817,20655358,团子书包,6,保密,回复 @bili_114514191_9 :up这个视频里说的,2026-03-15 08:00:05,0,0,下周守望就上500强,上海,是,http://i1.hdslb.com/bfs/face/5a990420664be5bd1dad38fb2e6737c9ecd35ee3.jpg
217,0,294047369665,275715389,万時,5,保密,我也想去实习了,2026-03-24 13:05:23,3,1,,中国香港,是,https://i2.hdslb.com/bfs/face/6c9ab5acb1f92fbfa68ddd7dff48404966892c12.jpg
218,294047369665,294047619169,275715389,万時,5,保密,不行给我看急眼了我要去投简历,2026-03-24 13:08:11,0,1,,中国香港,是,https://i2.hdslb.com/bfs/face/6c9ab5acb1f92fbfa68ddd7dff48404966892c12.jpg
219,294047369665,296686815872,411020833,涵清欢大师,6,男,在香港直接报民青局的内地实习计划啊，再不济也还有个祖苗计划，哪还需要和内地学生竞争投简历。腾讯字节美团蚂蚁都有固定几十个名额给香港学生的，有港5随便进，有三大就别报中国企业直接报外企实习就行。,2026-03-25 21:35:30,0,1,。。。,中国香港,是,https://i1.hdslb.com/bfs/face/b5c67af1666e0870fb18a5945c915d7137bc8b12.jpg
220,296686815872,294196568865,275715389,万時,5,保密,回复 @涵清欢大师 :[给心心]好的，谢谢！,2026-03-26 04:18:12,0,1,,中国香港,是,https://i2.hdslb.com/bfs/face/6c9ab5acb1f92fbfa68ddd7dff48404966892c12.jpg
221,0,291667397281,23675162,未曾设想de道路,6,保密,这么看，公司文化和公司做出来的产品文化其实是高度统一的,2026-02-28 17:57:46,3,274,web of knowledge,河北,否,https://i2.hdslb.com/bfs/face/c59c82bf1a0b9cec7a98b34b5782481d0f9d602d.jpg
222,291667397281,294566733328,607509013,Hops_,6,保密,that&#39;s so called MANIFESTO,2026-03-05 17:11:45,0,25,这孩子，打小就聪明 ????,中国香港,是,https://i1.hdslb.com/bfs/face/85ec9d47bf393d95353c2c1e044dd48232561bba.jpg
223,291667397281,295061000032,1600766323,青风愿,4,保密,那你说这……我想知道网易是怎么回事？[doge_金箍],2026-03-10 10:48:50,0,11,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
224,295061000032,295230430400,20360706,ZhyLancelot,6,男,回复 @青风愿 : 网易看部门,2026-03-12 05:50:52,0,8,猜猜我是谁⊙ω⊙,美国,是,https://i0.hdslb.com/bfs/face/c5c5edd45ca784aef0d42dfb784a26dfcdd1cb79.jpg
225,0,296283052672,1172297008,喜欢吃辣椒炒肉拌面_,5,男,"视频讲述了 UP 主从入职、食堂、工作强度、协作效率、公司文化五个维度，锐评自己在抖音、腾讯、苹果三家公司的实习体验，具体如下：
入职体验00:11：抖音入职流程简单无诚意；腾讯入职流程不规范，仅送企鹅公仔；苹果入职培训完善，分多场专项 session，人情味足。
食堂福利01:17：抖音 T2、T4 食堂菜多，早中晚全免费且无限量水果；腾讯北京总部菜多，早晚免费、午饭自费 15-20 元，额度可买点心；苹果早午饭自费，种类少含西餐，价格贵性价比低。
工作强度02:38：抖音入职即干活，驻场常 9-10 点下班，强度大；腾讯工作偏探索无 DDL，管理混乱，实习轻松；苹果出勤灵活，周一五居家，无强制工时，沟通强度高于干活强度。
协作效率03:54：抖音飞书好用但文档冗余，大公司病明显；腾讯企业微信体验差，文档更新慢，论坛较活跃；苹果用 Slack、WebEx 等第三方软件，鼓励沟通但需跨时区开会、频繁 1V1。
公司文化05:47：抖音文化偏螺丝钉模式，靠薪资福利弥补；腾讯人文关怀好，总部活动丰富、配套齐全；苹果尊重多元员工，福利完善，有心理与医疗服务、产品内部折扣。[脱单doge][脱单doge][脱单doge]",2026-03-22 03:09:19,0,3,掘金 https://juejin.cn/user/2276467567770442/posts,河南,否,https://i1.hdslb.com/bfs/face/8b525f51a53a5000da1ab70e94d1071b697a3062.jpg
226,0,294103211808,630692145,Koberry,6,保密,手机就是苹果,2026-03-01 19:47:23,6,23,,广东,是,https://i0.hdslb.com/bfs/face/c5cd2a2b166ed7e9e344ad10bc9336e779d95faa.jpg
227,294103211808,291862992321,2700789,精神小伙隆科多,6,保密,油车就是丰田,2026-03-02 12:01:19,0,27,,天津,否,https://i0.hdslb.com/bfs/face/2c5bef4ffb00be94b5027cc05909b9c0a9fec455.jpg
228,291862992321,291888642609,1966056162,椷金要鹿管,6,保密,回复 @精神小伙隆科多 :超市就是山姆,2026-03-02 15:40:26,0,21,,海南,是,https://i0.hdslb.com/bfs/face/456d9fa58b5a02a8e1df6eb8ff11916455a0c4b0.jpg
229,294103211808,291896133105,497148187,雅雅嘿嘿,5,保密,悠悠的户晨风～,2026-03-02 16:56:49,0,12,,江苏,否,https://i1.hdslb.com/bfs/face/231f76a8aa7d548de3c377112d9e12ebb5363f65.jpg
230,294103211808,291933337153,3546826940615489,-袋猫尼克young-,4,保密,电车救赎特斯拉,2026-03-03 04:34:55,0,5,想要做一些有意思的，杂食型游戏up正在进步中,湖南,否,https://i2.hdslb.com/bfs/face/259c15c0d5560ea56bdf3ce119acc5fe1f44fa0a.jpg
231,291933337153,292395957777,3493116063516683,墙根夜夜起青峰,4,保密,回复 @-袋猫尼克young- : 难绷美国红脖子不买户子买,2026-03-07 14:10:26,0,4,如果我们能够团结一条心.......,辽宁,否,https://i2.hdslb.com/bfs/face/b7234e6f9762753a19cb06cd38fdbf20c6601d77.jpg
232,292395957777,295060842560,1600766323,青风愿,4,保密,回复 @墙根夜夜起青峰 :人家红脖子看不上，人家要开大v8[笑哭][doge_金箍],2026-03-10 10:48:10,0,4,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
233,0,293030254977,505524479,极の坐标,5,保密,请问工科生自动化专业实习适合去那些大厂啊,2026-03-14 08:16:55,4,14,,河南,否,https://i2.hdslb.com/bfs/face/5e425788b583b17fe0630ecb200a1886a3469de4.jpg
234,293030254977,293178644929,352404856,Casper_ZhuEJ,6,男,华为 大疆,2026-03-15 14:19:58,0,3,,上海,是,https://i1.hdslb.com/bfs/face/f13e9eca22feafbe88dcf3fc35e9a697b95d2582.jpg
235,293178644929,293236009873,505524479,极の坐标,5,保密,回复 @Casper_ZhuEJ :现在能源企业发展好吗，想着也许能往这个方向发展,2026-03-16 07:53:03,0,1,,河南,否,https://i2.hdslb.com/bfs/face/5e425788b583b17fe0630ecb200a1886a3469de4.jpg
236,293236009873,295811073840,22067755,早晚各一片,6,保密,回复 @极の坐标 :能源非常好，电气的能源:新能源，宁德，金风很牛，其他新能源:电池方向，化工企业，阳光电源，同上两个,2026-03-17 14:09:00,0,3,鹅怎么还不播,湖北,否,https://i1.hdslb.com/bfs/face/28aa21491a4551148f0eb9ee403d8f1c629d1093.jpg
237,295811073840,293528398625,505524479,极の坐标,5,保密,回复 @早晚各一片 :感觉宁德不错[给心心],2026-03-19 10:48:32,0,0,,河南,否,https://i2.hdslb.com/bfs/face/5e425788b583b17fe0630ecb200a1886a3469de4.jpg
238,0,296211812848,286661629,Jickerz,5,男,大厂实习需要什么条件么？,2026-03-21 11:22:57,2,1,,广东,否,https://i1.hdslb.com/bfs/face/f0eb2cde327a6880f98476378f3f59a9c7d1ce6a.jpg
239,296211812848,293777955617,476257874,哇哈whence,6,保密,互联网实习需要有互联网经验[大哭],2026-03-21 18:52:23,0,1,1tan√10,上海,否,https://i2.hdslb.com/bfs/face/def0adf94a3921b4e1806569b842a3de814ab839.jpg
240,293777955617,296271840064,286661629,Jickerz,5,男,回复 @哇哈whence :老哥，那硬件呢,2026-03-22 01:03:14,0,0,,广东,否,https://i1.hdslb.com/bfs/face/f0eb2cde327a6880f98476378f3f59a9c7d1ce6a.jpg
241,0,294563910336,100774209,海绵--沃--斯珍德帥,6,保密,总结：苹果19分，腾讯15，字节14（按权重分配）,2026-03-05 16:33:05,1,211,随缘更新，纯鸽子，咕咕( ˙˘˙ ),澳大利亚,否,https://i0.hdslb.com/bfs/face/13571309f9f0ec8a8ce684358d3bd24b33e6eb1a.webp
242,294563910336,296373866448,445280818,默言寡澹-马,6,保密,赞评离,2026-03-22 17:50:27,0,0,,广东,是,https://i1.hdslb.com/bfs/face/6aa161d703251cc5b9be055ecfe947bc9ace240c.webp
243,0,292785293953,478398463,涵哒哒哒哒哒,5,女,学历和实习薪资大概说一下[吃瓜],2026-03-11 16:00:35,3,19,商业合作请加微信GEM12348,河南,否,https://i1.hdslb.com/bfs/face/8bf9176799c656aaec14d693aa7191b178cf631e.jpg
244,292785293953,293336900625,9383869,头疼的Azreal,6,保密,都一万出头,2026-03-17 09:44:29,0,3,..,广东,否,http://i2.hdslb.com/bfs/face/bfbf6d7aad38cfd26a745499ab6557d94eba071b.jpg
245,292785293953,293348828801,3493288105479061,没机会了吧,5,保密,上交的,2026-03-17 11:50:49,0,7,,辽宁,否,https://i1.hdslb.com/bfs/face/4c8593ab74b60608b2b8c4e299dbdf8f02b9cb5f.jpg
246,292785293953,295983026096,1976617808,aidndmkeis,5,男,看岗位，大部分400-600一天,2026-03-19 08:54:09,0,1,,江苏,否,https://i2.hdslb.com/bfs/face/3b511061053ad341b8d608e3e60235b3faa9fc5e.jpg
247,0,296509279088,17644920,弗兰德尔-深红,6,保密,"鹅厂的食堂……想吃够蛋白质有点难，肉菜里混了很多素，比如一个蒜苗炒肉，里面肉没几片全是蒜苗[Mygo表情包_溜了溜了]
我吃了一段时间就自己带鸡蛋或者吃外卖了。[Mygo表情包_抹茶芭菲]",2026-03-24 05:29:07,0,4,业余搬运者，不会翻译做字幕，每天最多搬运5个，黎姐万岁。也可能自己做视频，啥区都不混/啥区都混。薛定谔的鸽子。,广东,否,https://i0.hdslb.com/bfs/face/fbe530554c9b6fb23ba412c78547dd0d138ce5ab.jpg
248,0,293607713361,477337567,日下卡卡,6,女,误闯天家,2026-03-20 07:57:54,0,8,没有夜宵的夜好冷好漫长好饿,上海,是,https://i1.hdslb.com/bfs/face/84c0090b528af0cb7881113352c58b036aaf5def.jpg
249,0,295907117344,229564440,保持面部平整,6,保密,我也是一周只去三天办公室,2026-03-18 13:16:54,0,12,,加拿大,否,https://i0.hdslb.com/bfs/face/e6f7f9c5a389ab73456b7adcfe7e91fd308e07aa.jpg
250,0,296335718848,88040914,麻吉困,6,男,211+qs前一百商科英硕 都能面哪些啊[蛆音娘_哭泣],2026-03-22 11:24:06,0,2,你都来查成分了，我为什么不顺从你呢？,江苏,是,https://i1.hdslb.com/bfs/face/b703b6747dfe224662921c8d0c2474a354e744f5.jpg
251,0,296434115776,1322055549,歌谷爱墨迹,6,保密,UP主加油！看好你噢~,2026-03-23 10:35:48,0,0,"主页有露娜安可7小时歌切
沉淀中",未知,否,https://i0.hdslb.com/bfs/face/0f73d53b262c6515bddd2e2b16693fe7d427764d.jpg
252,0,293414726753,20888529,念不难,6,保密,我也想这么幽默的方式来说公司不好的那一面。[笑哭],2026-03-18 06:04:22,0,11,"一个臭听歌的，随缘更新，摆烂区up主
好想回到刚认识bilibili的时候",安徽,否,https://i0.hdslb.com/bfs/face/76c8af97a978e3d817fd29512167933124bd96bc.jpg
253,0,296427603904,86689043,荷夜无月,6,保密,还得是c9啊,2026-03-23 09:28:21,0,2,请准备完整的论证链来表达观点,江西,否,https://i2.hdslb.com/bfs/face/dc66b16102a4cfa2825c918ccec59c5708996dc9.jpg
254,0,293870296929,3546771305269271,荔枝不是立志1,3,保密,总结：苹果牛逼,2026-03-22 14:57:07,0,4,,河北,否,https://i2.hdslb.com/bfs/face/dd9854e425d54d2ba23107ca1b57258af0c708c9.jpg
255,0,294337731360,11518702,虎纹咸鱼_,6,男,苹果的实习是在苹果官网找的吗,2026-03-03 15:05:02,1,52,"thx, today's tragedy, comedy of tomorrow",广东,否,https://i1.hdslb.com/bfs/face/acb35295e4f31c5df42b56fda3c81ac89b579fc1.jpg
256,294337731360,294485227904,2023264043,可咸可甜可拐走,5,男,是的,2026-03-05 02:10:42,0,11,励志在B站做一名出色的up主！,江苏,否,https://i2.hdslb.com/bfs/face/932541ffa220603320a48695a32b9f1e1ccf5b4f.webp
257,0,293398184657,286999554,是贞德吖,6,男,ppt领域大神,2026-03-18 02:36:06,0,29,你想看什么？,上海,否,https://i0.hdslb.com/bfs/face/59c6d1693507f21dda4d438501aafb4f3269c86d.jpg
258,0,294423068400,351559913,吐司機器人,6,男,Kobe是哪家？,2026-03-04 11:05:26,2,21,粉饰的个性全然无用,广东,否,https://i2.hdslb.com/bfs/face/b30af2e8a225e6b29413ca72003c7a7e6d85759a.jpg
259,294423068400,292343826481,319506488,Mr-Livermore,6,保密,洛杉矶湖人[笑哭],2026-03-07 05:38:48,0,29,,海南,否,https://i2.hdslb.com/bfs/face/144fa5ee4c14111380a9801c3a1a975826ca7147.jpg
260,292343826481,294938720096,59418320,前进四嗯冲,6,男,回复 @Mr-Livermore : [笑哭],2026-03-09 05:03:03,0,1,,上海,是,https://i2.hdslb.com/bfs/face/43f7cae3f13ce73c9bbbd2a052be778d0b831d08.jpg
261,0,293166097153,1339775372,lsjjm,5,男,字节实习当正式工用,2026-03-15 12:16:17,0,43,,江苏,否,https://i2.hdslb.com/bfs/face/2c1ce82f4bc0853252b49b91ecc66fe2a782384d.jpg
262,0,296163838592,1831815,Fylla,6,保密,没想到苹果国内分部也被同化了啊，这也太拉了,2026-03-21 03:24:55,0,2,我们不但善于破坏一个旧世界，我们还将善于建设一个新世界。,加拿大,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
263,0,293596553281,2106608457,嫩的小迭,5,男,强强,2026-03-20 05:21:53,0,2,神友给我滚蛋,美国,是,https://i0.hdslb.com/bfs/face/9c4b460f371adca439a49cb52c218a62df80d444.jpg
264,0,291876562609,7861789,PatrickBetaman,6,男,国内大部分大厂都是这三个公司加起来平均一下，但是工作强度拉满,2026-03-02 13:58:38,0,32,救救孩子,日本,是,http://i1.hdslb.com/bfs/face/ac0496bad7b06e15bd31ce7b510bfd843177bcc5.jpg
265,0,292862829281,1589540561,伊织爱吃葡萄干的兔子,4,保密,有鹅选鹅,2026-03-12 13:50:38,0,9,重新当个二次元,新加坡,否,https://i2.hdslb.com/bfs/face/7b0bd7cf20560fe6c348c0c6a1ca8320b776fe42.jpg
266,0,295737381296,497392405,little帅丶,5,男,第一排是坐牢登记啊,2026-03-16 23:34:00,0,2,,湖北,是,https://i1.hdslb.com/bfs/face/3c69d4479fc41308ed1a3671ba53ba59dbcd9fa0.jpg
267,0,295032421152,22720247,西西伯利亚的针叶林,6,保密,有没有薪资排行,2026-03-10 04:47:16,0,10,发家致富学技术,四川,否,https://i2.hdslb.com/bfs/face/b45a2d93fa11e75615cc447c45abd435d7f7b961.jpg
268,0,294966056320,7455411,NomKiir,6,女,外企[笑哭],2026-03-09 10:54:10,1,4,,广东,是,https://i0.hdslb.com/bfs/face/03b1b26b1ac50a6df31b375752a49479498714e7.jpg
269,294966056320,292629842993,498843972,藍毛不是败犬,6,男,那叫国际大企业，去美国本土企业的福利待遇可没这么好,2026-03-10 02:45:16,0,22,Σ(っ °Д °;)っ,江苏,是,https://i0.hdslb.com/bfs/face/0906f3227e8289f384979985a11f116ed47fb07c.jpg
270,0,293017744097,159499363,泪落孤枕,6,男,@拓武taf,2026-03-14 05:53:31,0,1,总有一个人记得她为你战斗，那她永远不会感到孤独,江苏,否,https://i1.hdslb.com/bfs/face/9659e02a1166ba3d98bb75f81f26752aa990ce63.jpg
271,0,295486184944,356368549,彩狸东菊下,6,男,咋去苹果的,2026-03-14 13:39:00,0,0,I WILL GO TO THE GREAT LENGTH TO ACHIEVE IT,中国香港,否,https://i1.hdslb.com/bfs/face/641b0aa0281c59c57ff593e6f3314738e0d23cd0.jpg
272,0,292485859713,3494367780145757,初来乍到来学习,5,保密,像我这种小地方，实习都找不出公司。,2026-03-08 10:52:01,0,13,,山西,是,https://i2.hdslb.com/bfs/face/e2e0a818f47cc6252c241edc63924bd72e453d02.jpg
273,0,296345079280,289618104,寻坷,6,男,11,2026-03-22 12:50:36,0,0,卡哇伊,未知,是,https://i0.hdslb.com/bfs/face/847e39883f04bd5fa54f96bb4411877212a10ec0.jpg
274,0,294164745760,40026612,轻抚音浊化,6,男,网易的饭真好吃，一周能每天每顿都吃的不重样还好吃,2026-03-02 10:06:06,0,20,,河南,是,https://i0.hdslb.com/bfs/face/f7f4f630a0521557238a0447bac96b2d3c90627d.jpg
275,0,294238521616,437472624,登吴只扑方,5,保密,人中龙凤了属于是,2026-03-03 00:13:34,0,48,ⓘ 该账号已被封禁  ,山东,否,https://i0.hdslb.com/bfs/face/905dc8a59a9f37ad24a4f416613791f68597fcd8.jpg
