序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
941,0,294233297249,370111998,qianchen1990,6,保密,所以自由真是最宝贵的东西，真正的身心自由，又有几个人能做到呢？,2026-03-26 11:53:11,0,0,,云南,是,https://i0.hdslb.com/bfs/face/f5c54f9ee2e89b5654bfb92b21e8d7bd970feda6.jpg,0.7352574467658997,0.2647426128387451,AI生成
942,0,294224030321,527004475,卧娏寺,6,保密,寒门好像也不是普通阶层[嗑瓜子],2026-03-26 10:15:03,0,1,就是个der！,四川,否,https://i1.hdslb.com/bfs/face/585b254a9cb00b9f2a3c10f6f3109a7acb80f563.jpg,0.06928692013025284,0.9307130575180054,人类撰写
943,0,294218679089,89659978,zcok,6,保密,我一直在看后面书柜水平线[doge],2026-03-26 09:14:04,0,0,,湖北,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.07631982862949371,0.9236801266670227,人类撰写
944,0,296741500592,233875845,北斗导弹missile,5,保密,蔡雅奇老师刚发了xhs，表示已经严肃观看，拒不认罪认罚。,2026-03-26 10:34:58,0,1,,重庆,否,https://i0.hdslb.com/bfs/face/c5bece15242d8c330104d80a45912954aaf00154.jpg,0.03848237171769142,0.9615176916122437,人类撰写
945,0,294219641793,277446358,chaosflame123,6,保密,写轮眼,2026-03-26 09:25:54,0,0,,河北,是,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.09824065864086151,0.9017593264579773,人类撰写
946,0,296709392272,4835707,七狮w,6,保密,我去年11月加班特狠，加了一整个月，每天精神紧绷几近崩溃。然后有一天跟同事吵了一架，直接两眼发黑眼冒金星，差点倒了下去，我赶紧蹲了下来才缓了过来。现在想想是真后怕啊，从那之后我真是几乎不加班了,2026-03-26 04:20:53,0,2,,北京,是,https://i1.hdslb.com/bfs/face/2ab28799223d404265e532a6d87872586f692d36.jpg,0.06862924247980118,0.9313707947731018,人类撰写
947,0,296748430816,529836040,HB想旅行,5,女,这视频是在告诉大家，冯律要消失几天不更新不直播了[doge_金箍][doge_金箍],2026-03-26 11:42:05,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/dd21eee20025834a2cc91ad678d2752e4e809a2d.jpg,0.013099591247737408,0.9869003891944885,人类撰写
948,0,294230798001,688190793,蘸豆帅,5,女,身体自救被脑子驳回了，脑子要求继续卷～[笑哭]求仁得仁了属于是,2026-03-26 11:27:43,0,0,早安 午安 晚安,北京,否,https://i0.hdslb.com/bfs/face/87702e992323da2fccd5b9974deb16d40eae2102.jpg,0.020886391401290894,0.9791136384010315,人类撰写
949,0,294227677633,647884667,龙蝇本龙,5,保密,在天赋面前，努力一文不值。五十块钱再好看，也不如一百块钱惹人喜爱。,2026-03-26 10:55:10,0,1,新王朝BOSS龙蝇在此，熊熊烈火必将燃尽整个世界！,河南,否,https://i2.hdslb.com/bfs/face/36a8fc70bc88fdcf50e66637fc3cab778d6a124a.jpg,0.0337984599173069,0.9662015438079834,人类撰写
950,0,294205917585,99593884,林中懒鬼,6,保密,@蔡雅奇刑法 蔡老师，点你哪[doge_金箍][doge_金箍][doge_金箍],2026-03-26 06:14:22,0,2,什么都没有……,湖北,是,http://i1.hdslb.com/bfs/face/d33c0a2d54d578161ca1acdb77bc4bff95b379e9.jpg,0.028995003551244736,0.9710049629211426,人类撰写
951,0,296733724624,349447216,吃很大土豆,5,保密,美瞳么[吃瓜],2026-03-26 09:14:30,0,0,"上出重霄
下临无地",江苏,否,https://i1.hdslb.com/bfs/face/dc71f69bc3e3c5c7e4526900b7293bda1f948fb1.jpg,0.031650349497795105,0.9683496952056885,人类撰写
952,0,294230421329,457318356,向风か而行,6,男,给大家科普一下，183是冯大美女律师的身高哟[妙啊]（不用谢）,2026-03-26 11:22:29,0,1,走自己的路，让别人去说吧,湖北,是,https://i0.hdslb.com/bfs/face/d46a5d221e504c0e3ce55a850e6c3e4bd216ab8a.jpg,0.02042500488460064,0.979574978351593,人类撰写
953,0,296748676400,2438369,Lneoi李景辉,6,男,我只能说相信后人的智慧，我捐不动了,2026-03-26 11:44:39,0,0,,广东,是,http://i2.hdslb.com/bfs/face/fd765a22db8e935ddcec85ca1fa7c7fba35c84a2.jpg,0.028949743136763573,0.9710502624511719,人类撰写
954,0,294199495953,1747170297,历史的名义,5,保密,冯律师也要注意身体啊，你这工作强度跟他比也差不多啊@183的冯予希律师,2026-03-26 04:49:49,0,0,,北京,是,https://i0.hdslb.com/bfs/face/c20064e15b64ce97a5c3bf2466247b09e0a1f3bc.jpg,0.019756678491830826,0.9802433848381042,人类撰写
955,0,296746164048,890903,MaxJon233,6,男,用电脑工作的还是拥抱 ai 吧，工作强度真的会大大降低。干的还更多了。,2026-03-26 11:19:15,0,1,仰望星空,北京,否,http://i2.hdslb.com/bfs/face/9e1882cc88f71410c4f13c2ce405a6c3d717bff5.jpg,0.07765839248895645,0.9223415851593018,人类撰写
956,0,296718065072,50306339,Maledeity丶,5,保密,我的妈，这神威用的越来越狠了,2026-03-26 05:58:24,1,0,,天津,否,http://i2.hdslb.com/bfs/face/fb43106cec5b97e2672a3d2fad8bd0cf7a1fd08f.jpg,0.02285577915608883,0.977144181728363,人类撰写
957,296718065072,296721078592,164410122,杀神2523,6,男,随着年龄越来越大，施展的法术肯定越来越狠了。[热],2026-03-26 06:37:37,0,2,,辽宁,否,https://i0.hdslb.com/bfs/face/07d0f2c9d07347732aa9c4ff6aaa80206d9c93e2.jpg,0.32111695408821106,0.6788830161094666,人类撰写
958,0,296705965440,440122106,桃栀药药,6,男,我的高考志愿就是他们团队帮忙选的,2026-03-26 03:45:42,0,9,"ⓘ因违反社区规定,该账号已封禁",山西,否,https://i2.hdslb.com/bfs/face/0985a9650d088e8de84a41ef1d2bf0369593e9b9.jpg,0.5339043736457825,0.4660956561565399,AI生成
959,0,294205368177,3690978932164959,-逆命回溯-,2,保密,教人功利者，这下场并没有什么意外,2026-03-26 06:04:40,0,0,我见过很多“圣贤”，但在眼中他们都是畜生。,广东,否,https://i0.hdslb.com/bfs/face/b22b801d36938798cff0de21c16747fc9652e9ec.jpg,0.05968562141060829,0.9403142929077148,人类撰写
960,0,296727666064,3537106651580500,_此岸即彼岸,4,保密,绝地天通后，凡人修仙路断绝，,2026-03-26 08:05:37,0,0,能力与认知不足或者迷茫困惑的时候，不妨向旁边请教，哪里或许有解决问题或者破局的事物,湖北,否,https://i1.hdslb.com/bfs/face/9cb5a585362a1d631070bd19b38035c35758d2c2.jpg,0.7008235454559326,0.299176424741745,AI生成
961,0,296736397376,670490041,元气0-O,5,男,就是，要怎么说呢？我昨天看了张雪峰老师关于死亡的切片，个人观点，我能很明显的感觉到他身上谈到死亡的时候的那种兴奋感，似乎不像是去死亡，而像是去朝圣。,2026-03-26 09:42:37,0,1,此情可待成追忆，只是当时已惘然,广东,是,https://i1.hdslb.com/bfs/face/ffbade63163c35bd83ffc68f31b2256ff922a63d.jpg,0.015864692628383636,0.9841353297233582,人类撰写
962,0,296748430032,400234400,我是饭饭之辈,5,男,有的人不过劳也会猝死,2026-03-26 11:42:03,0,0,抱怨和推诿是懦弱的自白,湖南,是,http://i2.hdslb.com/bfs/face/e223f0fa55da2726c1a71a7bc8f885eb0f23325c.jpg,0.02697627805173397,0.9730237722396851,人类撰写
963,0,296717728208,48039737,为什么是这片洲,6,男,冯律真183吗[折耳猫][笑哭],2026-03-26 05:52:23,0,0,,德国,否,https://i2.hdslb.com/bfs/face/614b97d5e10cb6b927849bd478fa0b03803ea5a2.jpg,0.05904974043369293,0.9409502148628235,人类撰写
964,0,294232547713,489742754,枫林晚121222,3,保密,嗯嗯，我冯律师，你说这话都不对啊。张雪峰老师已经说了，他的女儿考个本科就行了，然后随便享受生活。然后没本事了，就去银行上个班就行了，哪个银行让我女儿上班，我一亿的存款就存在哪个银行。张雪峰的女儿就可以实现你说的呃享受生活呢。你说这一套的寒门出贵子，这个理论，不应该用在这些地方。人家有钱人也必定有一代是寒门出贵子。,2026-03-26 11:46:31,0,0,,陕西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.011107882484793663,0.988892138004303,人类撰写
965,0,296706085552,1317997206,贝利丽baby,3,保密,冯律师也辛苦了，要注意身体，现在真的很难,2026-03-26 03:46:40,0,2,,浙江,是,https://i0.hdslb.com/bfs/face/43bdbb4ce21163cf7c7df596165b5e5633295326.jpg,0.056759219616651535,0.943240761756897,人类撰写
966,0,294197383633,1037041662,百果园园主,5,男,空闲时间听听《鸿雁于飞》，感受生活的不易和希望的延续。,2026-03-26 04:28:26,0,1,"追刀追到天涯海角，爱刀爱到天长地久
护刀护到义无返顾，学刀学到岁月生香",湖北,是,https://i0.hdslb.com/bfs/face/2f3043b32b111f248e0af80f5c4ebf521565c643.jpg,0.9832348823547363,0.016765177249908447,AI生成
967,0,296738934848,1106459729,法国股神,5,男,冯律师，你头顶的大奖杯为什么一动一动的[OK],2026-03-26 10:09:40,0,0,要信自己的感觉够真,安徽,否,https://i2.hdslb.com/bfs/face/cab1f57d95ac2f3e2427bdaf54c39f89793b83de.jpg,0.021794749423861504,0.9782052636146545,人类撰写
968,0,294230977217,400748190,孤星独行者,6,保密,生亦何哀，死亦何苦,2026-03-26 11:28:19,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/f951c18d1fc0fdf223202dbaf67402b7e8d127b4.jpg,0.1742779016494751,0.8257220983505249,人类撰写
969,0,294201663985,3493112003431276,心系种花,5,保密,所以冯律师可以多休息视频可以少发一点少直播,2026-03-26 05:14:56,0,0,,湖南,否,https://i1.hdslb.com/bfs/face/28c8e36ca866620ed66245817c93069c5fad098d.jpg,0.013951925560832024,0.9860481023788452,人类撰写
970,0,296730062352,525597500,SP一目连,6,保密,蔡律师：我认罪认罚,2026-03-26 08:34:58,0,0,,辽宁,否,https://i2.hdslb.com/bfs/face/6e6f1439871991b220031fc1da0a024c4e3a1cf8.jpg,0.04045010358095169,0.9595499038696289,人类撰写
971,0,294225708993,3546613662354152,QQ的兔子,4,男,人死了就什么都没了了,2026-03-26 10:33:21,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/dfd57c972d7681254d4d630b9976052bac66feee.jpg,0.0322469100356102,0.9677531123161316,人类撰写
972,0,296747655952,3706935234792308,橙化锅块,2,男,我本来想去北京上海深圳打拼的现在看要不还是在天津本地混吧[笑哭]反正我也不婚主义无所谓考虑下一代发展的问题，我也学法的，天津本地人，天津本地双非毕业，目前在做实习律师，在本地虽说不是大富大贵但是温饱还是可以的，每个月能去次山姆采购每年两次国内游一次国外游这样子，要是去一线打拼山姆会变成好想来，旅游会变成出差[大哭][大哭]毕竟我看来看去发现实习期一过一线的授薪学历太卷了高工资和我这种学历没关系[辣眼睛]北京上海深圳到手也就七八千八九千的样子，干个五年也就一万五-两万还得除掉房租钱和饮食消费，天津本地好歹有点老师同学的人脉一个月挣个六千多还是可以的要是年限长点可能也有机会过万了，关键是住自己家房子没有任何住房支出，吃的家里会做，想独立时候压力也小,2026-03-26 11:35:32,0,0,愿随心所欲,天津,否,https://i2.hdslb.com/bfs/face/0f7ea378381c47827b05671cbe954f41ca3e91e4.jpg,0.028782494366168976,0.9712175726890564,人类撰写
973,0,296713764432,30845,萨尔,6,男,往好了说是叫性格决定命运，往不好了说就是所谓的自身成功的路径依赖。张雪峰不是第一个也不是最后一个。。,2026-03-26 05:03:06,0,0,,湖北,是,https://i2.hdslb.com/bfs/face/1984527a6a662570466f0dde478ed6400f3e6d21.jpg,0.0372016578912735,0.9627983570098877,人类撰写
974,0,294234524497,3690980981082457,佳涵很乖vv,3,女,小年纪遭大罪，孩子每天都在跟病魔抗争。家里能借的都借了，钱花光了[委屈][委屈]，实在没办法。真心求救！求求好心人们帮帮这个孩子，积善积德，您的援手就是孩子的生路！[保佑][保佑][保佑],2026-03-26 12:06:21,0,0,感谢大家的关注和支持第一个作品是小孩的水滴详细，小女孩不幸患尿毒症➕9种疾病缠身,河北,否,https://i1.hdslb.com/bfs/face/3ff81238a7e0c9ad4780c8bb0545c79cbf7be597.jpg,0.6491839289665222,0.35081610083580017,AI生成
975,0,296719012304,72387527,三哥吖,6,保密,"所以我不生孩子,挣得不多,但是我知足,够花就行,我也不买房.我不想卷,我就想自己过得舒服就行.[兔兔岛_睡觉]",2026-03-26 06:10:57,0,0,,上海,是,http://i2.hdslb.com/bfs/face/f56363cccbbead40145cf669a13a78b89a82af83.jpg,0.00949013140052557,0.9905098080635071,人类撰写
976,0,294232101169,3494358500247855,bili_3494358500247855,4,保密,@蔡雅奇刑法,2026-03-26 11:40:23,0,0,,德国,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.06419629603624344,0.9358037114143372,人类撰写
977,0,294200649217,193385391,阳光彩虹小白马内,6,保密,A6也换啊 换A8？,2026-03-26 05:01:36,0,0,喜欢历史 电影  体育 地理的足球狗,山东,是,https://i0.hdslb.com/bfs/face/988c2a6eeefae6b88ee828a60634ba12fb1e21d5.jpg,0.034880902618169785,0.9651191234588623,人类撰写
978,0,294225201953,34996032,沐沐木瓜,6,保密,躺平了，一个月3800，根本花不完,2026-03-26 10:27:20,0,0,"one blade, one purpose",山东,是,http://i0.hdslb.com/bfs/face/150db5022c8af366985f9073c4896a030f0a8810.jpg,0.04422309994697571,0.9557768702507019,人类撰写
979,0,294217723361,3546935254321795,追女女,2,保密,冯律师居然在b站也有账号,2026-03-26 09:02:16,1,0,,湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.11102129518985748,0.8889787793159485,人类撰写
980,294217723361,296733442672,1574191509,木萌吉,4,保密,一直都有,2026-03-26 09:10:12,0,1,听党话，跟党走,黑龙江,否,https://i0.hdslb.com/bfs/face/d1688a3433be8ec5c00278f7ce7733319180bda0.jpg,0.04012695699930191,0.9598730802536011,人类撰写
981,0,296728880256,646532100,村落宋同学,5,保密,张雪峰他实现了他的人生目标，可是我更希望他还活着，活的时间久一些，就像我希望那些以前的革命烈士，他们不要过早牺牲，活的更久些更久一些，他还有一个10岁的女儿，才刚上小学5年级，他还有爱人，那是他的大学同学李丽婧，就算是单纯为了他自己，我希望他能活得更久一些，安享晚年，他们人生不应该止于41岁，是，他永远活在了我们这一代人的心中，可是没有如果，希望他这是真的能好好休息了，大家都要好好休息啊！首先活着！是第一，然后其次是其次,2026-03-26 08:19:54,0,1,记录、分享生活或事物。勿要一直遗憾过去的遗憾，行胜于言，别回头，往前看！考试有标准答案，人生没有标准答案，每个人都是自己人生的主角！,山东,否,https://i0.hdslb.com/bfs/face/4aaf1759fb179a92c9546200d1e7da7e9963f4cc.jpg,0.0237176101654768,0.9762824177742004,人类撰写
982,0,294219542593,372030375,长生二号,4,男,以前我也卷了一阵子，因为家人想要要求我上进。结果我努力之后发现，一顿操作猛如虎，一看成绩二百五。没有效果。还是原地踏步。不能说没有进步。只能说进步不大。然后我懒癌犯了，开始混日子，凑合过吧，,2026-03-26 09:24:03,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/0e1532f743b6e78fc7914852a58bf13150e499e8.jpg,0.044208742678165436,0.9557912349700928,人类撰写
983,0,294228420689,1101212654,伱超想我,6,男,我不是寒门，我家是贫农🥹,2026-03-26 11:01:25,0,0,任何时间，任何地点，王牌机长，随时出战,河北,否,https://i2.hdslb.com/bfs/face/7f0281d975b30355736b590b49fc44e2da24c2d4.jpg,0.06112682819366455,0.9388731122016907,人类撰写
984,0,294226995073,10670299,星辰灬丶羽,6,男,睡眠是第一的,2026-03-26 10:47:10,0,0,,重庆,是,http://i1.hdslb.com/bfs/face/755a12df478d3930fe26cf5dffdd01d7adae5e30.jpg,0.033224619925022125,0.9667752981185913,人类撰写
985,0,294220543937,385463367,薛偶然,6,保密,人的承载力是有限的，看开就好及时行乐。,2026-03-26 09:37:14,0,0,一个奇怪的男人。,江苏,否,https://i0.hdslb.com/bfs/face/5581cd7a05f79278cd7626b3862cb663741f016f.jpg,0.09200549125671387,0.9079945087432861,人类撰写
986,0,296743354112,27177136,潇湘启程,5,保密,认同，谁爱卷谁卷去,2026-03-26 10:53:18,0,0,,湖南,否,https://i1.hdslb.com/bfs/face/18d6b26fd1cad88c172fc8feae445ff754584789.jpg,0.03325360640883446,0.9667463302612305,人类撰写
987,0,294196271025,3779067,希望就在明日,6,男,开神威的时候身后不要放东西,2026-03-26 04:16:13,0,0,有事说事切勿人身攻击,浙江,否,https://i0.hdslb.com/bfs/face/acd6c5f4ea266a1d14b04d2e3d490bbf1c58f395.jpg,0.0344352163374424,0.9655648469924927,人类撰写
988,0,294200399473,15610885,TMD流逝,4,保密,"不要在不公平的游戏里把自己投进去。
跳出来看有不一样的世界。（庄周梦蝶）
从小能看到物体外面有一圈，我不知道是什么（人动物也有，大小不一样）。然后我小时候开始就能碰见一些现在科学无法解释的事情。形成一个唯心的世界认知。现在很多人（智商高的那一批）都觉得世界不是真的。大部分是渲染出来的。我自己经历知道应该是这样的。最近也得到了一些地方的证实，知道不是自己疯。",2026-03-26 05:01:13,0,0,评论会404，那一定是阴阳道法没学到位。,湖南,否,https://i1.hdslb.com/bfs/face/3690c1e5acaf920c031a4781acf1bc878d75cbf2.jpg,0.018079645931720734,0.9819203019142151,人类撰写
989,0,294230928945,56544857,铲锂镒镬,6,男,冯律师多睡多吃饭,2026-03-26 11:28:28,0,0,只许佳人弄身姿 不许才子提狼词。 若非上使禁文墨 提笔泼尽虎狼词。,广东,是,https://i2.hdslb.com/bfs/face/7c366ec63fc391f1c55198f242a0b7c5cb5cb956.jpg,0.022708315402269363,0.9772917032241821,人类撰写
990,0,296740928832,3546611330320835,小米国期车雷神,4,保密,不过寒门出来不是说的是老百姓，而是衰落的有钱人，但没那么穷的那种,2026-03-26 10:29:12,0,2,新加坡首善就得卖期车,江苏,是,https://i2.hdslb.com/bfs/face/652230492a3057aaafcc60c77cacf3ae3a623847.jpg,0.014773702248930931,0.9852263331413269,人类撰写
991,0,296729878816,432627,澤村英绿绿,6,保密,高三口号：生时何必多睡，死后自会长眠[2233娘_卖萌],2026-03-26 08:32:56,0,0,,北京,是,https://i0.hdslb.com/bfs/face/cf17b52e64ed92a495899d6722813726953daaa6.jpg,0.7661860585212708,0.23381394147872925,AI生成
992,0,296730540448,392733417,比目鱼做俯卧撑,5,保密,船大自然难掉头，不继续往前开难道让船停在海上？何况船上的人越来越多。层级和体量每个级别有每个级别必须做的事，不可能少只会越来越多，自然而然的停不下来。,2026-03-26 08:40:00,0,0,,甘肃,是,https://i0.hdslb.com/bfs/face/0a803858803c841a3591d01d19dd0ce02cfd2047.jpg,0.013125112280249596,0.9868748784065247,人类撰写
993,0,296740775792,142851834,螃蟹君藏起来,6,男,人真的是随时都会死,2026-03-26 10:28:05,0,0,,北京,是,https://i0.hdslb.com/bfs/face/0799ebe55e44f9841751afc420897755e5d17dff.jpg,0.02591397985816002,0.9740860462188721,人类撰写
994,0,296734764384,14666742,军豹哥,6,保密,张雪峰这个人执念太深。,2026-03-26 09:25:24,0,0,别人笑我太疯癫，我笑他人看不穿,广西,是,http://i0.hdslb.com/bfs/face/af4ff5dfd976d110008b49ab626d0616c5cf72a7.jpg,0.6500849723815918,0.3499149978160858,AI生成
995,0,294214470641,1230120368,孤独的井盖儿,4,保密,直播容易猝死,2026-03-26 08:18:27,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.11218281090259552,0.8878171443939209,人类撰写
996,0,294225001377,516131890,那年大罗如喽喽,5,保密,寒门出贵子都不容易，那牛马家庭更难了！,2026-03-26 10:26:02,0,0,打架没赢过，骂架没输过，网络柯镇恶本尊！,江苏,是,https://i1.hdslb.com/bfs/face/ca823a9110e6bc997fe2c0cd7399a194d5124589.jpg,0.12707918882369995,0.8729207515716553,人类撰写
997,0,294230695953,478791451,㠖乁乀丆T,5,女,还是尊重一下,2026-03-26 11:26:11,0,0,我非君子儒 言行皆漫难受缚  圣贤口中得顽固,海南,是,https://i1.hdslb.com/bfs/face/e13dc1dd5b2cd29ecca29608cfcb4f454ca3e0ee.jpg,0.055227551609277725,0.9447724223136902,人类撰写
998,0,296723249472,66822608,半苼烟火一世迷离,5,保密,为什么要悲伤，他至少有人记得，你死了谁记得，人都要死的，过好每一天就行了，人没有下辈子，人没有意外和生病的情况下就3万多天，他是幸运的，有人记得他,2026-03-26 07:04:47,0,0,,江苏,是,https://i2.hdslb.com/bfs/face/164cb6c3baf527ee8e1023885a1ae5de36da5e5e.jpg,0.018018297851085663,0.9819816946983337,人类撰写
999,0,296735946544,501757340,HKSB2024,6,保密,下一个到你？,2026-03-26 09:37:31,0,0,,广东,是,https://i2.hdslb.com/bfs/face/10a467a20008ce27563d97afa2e6e13a72f7a18b.jpg,0.04155859351158142,0.958441436290741,人类撰写
1000,0,294201403137,3546889806940751,名字難想我放棄,2,保密,"冯律师：你看，我也卷了一阵子
大家：辛苦你了，冯律师[委屈]
冯律师：你看！我是毛毛虫（用棉被卷）
大家：[微笑]冯律师，你搁这玩棉被……你把我的眼淚还给我[生气]     [吃瓜][doge]",2026-03-26 05:11:20,0,0,,中国台湾,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.04329512268304825,0.95670485496521,人类撰写
1001,0,294201879345,492077973,多少有点法力,5,男,不，律师就是铁打的，还是打铁的,2026-03-26 05:16:58,0,0,民事纠纷，公司治理，知识产权,北京,否,https://i0.hdslb.com/bfs/face/439cb2143faeace8211187c7909c53893ebc759d.jpg,0.024943280965089798,0.9750567078590393,人类撰写
1002,0,296715394672,438010646,耶苏系只狗,6,男,假如你爸是律师  你也不算是寒门呀？  你起码是法二代  律二代[吃瓜],2026-03-26 05:23:18,0,0,,广东,否,https://i2.hdslb.com/bfs/face/d48ef37a162653fb16d96a0de778da281900b287.jpg,0.0287517998367548,0.9712482690811157,人类撰写
1003,0,296746043760,91202430,梦回365,6,男,"你关心的有道理👍
蔡老师不只是工作量大，还有排解不完的负能量，
我哪天 san 值低了，都不敢点开他的视频，
看完觉得有道理，又很不舒服…🤦‍♂️",2026-03-26 11:18:23,0,0,真相永远只有一个！解决问题的第一步永远是，发现问题??,北京,是,https://i0.hdslb.com/bfs/face/5cb1d2dbda77ab9ebd7cb499c68744babcfbcb1b.jpg,0.01792914792895317,0.9820709228515625,人类撰写
1004,0,294194243377,3461564218739354,佐罗or佐助,4,保密,如果我拥有张雪峰老师那样的人生的话，我大概率不会后悔，有时候人生活着就是为了争一口气吧，但是这么早就离开，还是有很多遗憾的......,2026-03-26 03:53:39,0,2,我要去亚琛工业大学电子信息工程专业！,重庆,是,https://i2.hdslb.com/bfs/face/d54c0b7c5114b2bfe587339ead8fc989e517b822.jpg,0.02843005396425724,0.9715699553489685,人类撰写
1005,0,296713424352,268589114,茉莉花岛的L先生,6,男,小冯还是得注意身体，我去年也是劳累过度，兜里都得带着速效救心丸。钱和权，要是人没了，就什么都没了。今晚开始早点睡觉吧。,2026-03-26 05:01:27,0,1,"“这个世界充满了痛苦，只是痛苦的表现形式不同。
",广西,是,https://i2.hdslb.com/bfs/face/53bfca6fefe42a752f50f62bb9fb988de10a9efd.jpg,0.5486336350440979,0.4513663351535797,AI生成
1006,0,296718387216,470444612,改名需要666个币,6,保密,@蔡雅奇刑法,2026-03-26 06:02:19,0,0,,内蒙古,否,https://i2.hdslb.com/bfs/face/8f47a4ea5e035716aca9e067303c41ab86be0cb7.jpg,0.06419629603624344,0.9358037114143372,人类撰写
1007,0,296736350800,3537117955230486,飞晕了,3,男,吃得苦中苦，方为人上人。这句话本身没错，问题是现在的某些人把这句话当成透支生命和压榨的代名词,2026-03-26 09:41:10,0,0,,河南,否,https://i0.hdslb.com/bfs/face/53ca9559e68d024b5d4f563c0fac9b97b8f59aca.jpg,0.8886187672615051,0.11138127744197845,AI生成
1008,0,294196278913,295919799,麻辣兔头o0,6,男,说白了就是穷怕了，不想失去现在的这些东西，想要更多,2026-03-26 04:16:29,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/7aef9012a90e0c83ab722299098907942ad764b3.jpg,0.02497074007987976,0.9750292897224426,人类撰写
1009,0,294229797233,1924971469,伏井出KMP,4,女,冯律师还打算在上海买房啊，佩服，这得要多少钱啊,2026-03-26 11:16:43,0,1,,江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.04778232052922249,0.9522176384925842,人类撰写
1010,0,294216920481,1429900267,小若晓宏,5,保密,你在那没日没夜的奋斗，你总觉得顶一顶就过去了，当意外来的时候，可不会因为你当初多么努力多么奋斗就对你心慈手软，饿了就吃，困了睡，累了就歇，身体用最简单的信号一直提醒你呵护它的办法，但是你不听，身体坏了，你再牛逼，有个蛋用。适当坚持可以，知道自己真得休息还是要硬顶，你的身体不出问题谁出问题。所以各位，注意休息，该吃吃，该睡睡，平时也注意饮食，别长时间高盐高油。,2026-03-26 08:51:58,0,1,相遇即是缘分至，点个关注很OK,河南,是,https://i1.hdslb.com/bfs/face/1476928f9c50ea229074254c6f424509c56fc2d4.jpg,0.01920173317193985,0.9807983040809631,人类撰写
1011,0,296736676144,142207920,-虚构角色-,5,男,我家的苦，到我这里就结束了。,2026-03-26 09:45:05,0,0,,四川,否,https://i0.hdslb.com/bfs/face/51f0975be874e081bf8c554e4e92607dc1472e58.jpg,0.027744222432374954,0.9722557663917542,人类撰写
1012,0,294226800737,938675,萌塔莉,5,女,谁让你们地狱开局了，选择了开局要么接受这种，要么就躺平。,2026-03-26 10:43:44,0,0,,湖南,否,https://i2.hdslb.com/bfs/face/8cc9e0bc0706e56465270b1871e28c80bc2e10ff.jpg,0.020710909739136696,0.9792891144752502,人类撰写
1013,0,294215937329,65213299,雪夜凉,6,男,典型的不知道明天和意外谁先来[doge_金箍],2026-03-26 08:37:59,0,0,,四川,否,https://i1.hdslb.com/bfs/face/1929171384d42023d1cd3e7c0563b15aea0bf533.jpg,0.047140613198280334,0.9528593420982361,人类撰写
1014,0,294193898113,365076491,胖冬瓜pdg,6,男,给牢冯减负，我直接认罪认罚！[笑哭],2026-03-26 03:50:15,0,3,Why so serious？,北京,是,http://i2.hdslb.com/bfs/face/eca5dffb3aefd2f69f04a69d9d1c3c0ec7aa07e9.jpg,0.24652408063411713,0.7534759044647217,人类撰写
1015,0,294223608241,100854762,异世魔君子,6,男,想起一句话， 生时何必久睡，死后自会长眠[笑哭],2026-03-26 10:10:36,0,0,,河南,是,https://i0.hdslb.com/bfs/face/9c88e500443dad7134890649014537115d7c00e8.jpg,0.29417750239372253,0.7058225870132446,人类撰写
1016,0,296744978320,240730513,小恐龙咔咔,6,男,蔡雅奇老师：我蓬头垢面，我认罪认罚[喜极而泣]（见到大家转发的冯律消息后的回复）,2026-03-26 11:07:51,0,0,无人欲,山东,否,https://i1.hdslb.com/bfs/face/c5ecb9732980ae7a994f4973f5182cb88ed57c58.jpg,0.04375964775681496,0.9562403559684753,人类撰写
1017,0,296745561984,123309438,串口卡发,5,保密,昨天就九点睡觉[笑哭]，早睡因为看到信息。,2026-03-26 11:13:34,0,1,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.017977556213736534,0.9820225238800049,人类撰写
1018,0,296732114640,32240,Nishino飞鸟,6,男,蔡雅奇说过他休息超过两天以上就会做噩梦梦到高考的场景，课间高考对一个人的摧残有多大，咱不用说出贵子什么的就你想在北京买房成家就要付出多少,2026-03-26 08:57:32,0,5,,黑龙江,是,http://i2.hdslb.com/bfs/face/ff9a49f59d73206fe2882003c038f57c4fe6e9ef.jpg,0.010060551576316357,0.9899393916130066,人类撰写
